-913.842,-42.306,-28.2591
0.349241,0.936444,-0.0332156
-0.936976,0.348609,-0.0234015
-0.010335,0.039295,0.999174
0,-1.41073,4.24619,-2.061
1,-10.7487,25.6162,-0.476247
2,-37.3084,122.323,-3.74874
3,-2.62788,6.99745,-2.07167
4,-3.34413,10.6082,-2.21249
5,-34.0772,94.7705,-0.0226827
7,-5.47961,14.9603,-2.46358
8,-6.82222,22.0616,-2.92518
9,-10.7488,25.6463,0.143747
10,-37.3584,122.494,-0.76878
11,-8.65042,23.8136,-2.7257
12,-6.58842,25.7615,-2.48594
15,-22.0416,61.2071,-4.54465
16,-8.17767,26.5032,-2.26623
17,-10.7289,25.5964,0.783759
20,-12.7032,50.0777,-3.01155
22,-8.42709,27.3341,1.14358
25,-8.6808,23.9048,3.10428
29,-9.32927,25.7164,7.30385
30,-8.04868,26.0945,4.95387
31,-43.7689,121.82,-3.03916
32,-1.40073,4.24618,-2.06099
33,-10.6786,25.7361,-0.486266
34,-36.9181,122.613,-3.74877
35,-2.59786,7.01742,-2.07167
36,-3.30412,10.6181,-2.21249
38,-35.1885,141.691,-1.72264
39,-5.4296,14.9703,-2.46358
40,-6.75215,22.1315,-2.93519
41,-10.6687,25.7062,0.143741
42,-37.0877,123.233,-0.768914
43,-8.58037,23.8635,-2.7257
44,-6.50833,25.8514,-2.48595
47,-21.8913,61.4769,-4.56469
48,-8.07765,26.5231,-2.26622
49,-10.5989,25.5663,0.783776
51,-27.8449,67.603,-4.69646
52,-12.5431,50.2175,-3.02157
54,-8.27727,27.164,1.13363
55,-23.8756,67.0692,-3.32603
56,-28.3375,94.0535,-5.16207
57,-8.73037,24.3249,3.16419
59,-33.2115,80.6888,-3.56965
62,-7.55002,24.784,4.70419
63,-43.2589,121.829,-3.02912
64,-1.37073,4.24615,-2.06099
65,-32.9415,80.839,-1.53966
66,-8.18702,27.2435,-0.826381
67,-2.57786,7.01739,-2.07167
68,-3.2741,10.6381,-2.21249
69,-54.1256,154.211,-0.03681
71,-5.36958,14.9902,-2.46358
72,-6.6921,22.1715,-2.93519
74,-37.2853,125.454,-0.789397
75,-8.49032,23.9134,-2.73571
76,-6.43825,25.9313,-2.49596
77,-54.0462,154.002,3.74324
79,-21.7809,61.8568,-4.58476
80,-7.98761,26.563,-2.26622
83,-27.2258,66.7224,-4.62623
84,-12.3431,50.1673,-3.01154
88,-8.17703,27.1833,-1.48637
90,-8.07765,26.884,2.2737
91,-32.9613,80.8486,-3.56966
93,-8.87996,25.0259,7.09403
94,-7.41018,24.6238,4.66423
95,-42.7989,121.889,-3.02909
96,-1.36073,4.24613,-2.06099
97,-33.0404,81.8791,-1.55989
99,-2.54785,7.02736,-2.07167
100,-3.2241,10.638,-2.21249
103,-5.30957,15.0001,-2.46357
104,-6.61204,22.2314,-2.9452
105,-33.0904,82.0096,0.480082
107,-8.43025,23.9833,-2.73572
108,-6.35815,26.0212,-2.50598
109,-52.4691,151.17,3.67396
111,-21.5907,62.0066,-4.58478
112,-7.89757,26.6029,-2.26622
113,-24.0039,59.4104,1.83557
115,-12.593,31.0278,-2.14753
116,-12.1531,50.1471,-3.01152
118,-8.03735,27.0837,1.13366
122,-7.90792,26.6238,2.24377
123,-12.603,31.0479,-1.36754
125,-8.80987,25.1158,7.10402
126,-7.34011,24.6938,4.67422
127,-42.3388,121.928,-3.02906
128,-1.34072,4.25611,-2.06099
129,-12.4931,31.048,-0.58753
130,-7.9472,27.0732,-0.826326
131,-2.52785,7.02734,-2.07167
132,-3.1941,10.638,-2.20248
135,-5.26955,15.0201,-2.46357
136,-6.57198,22.2914,-2.94521
137,-12.543,31.1882,0.172436
138,-7.96719,27.1334,-0.16634
139,-8.36017,24.0533,-2.73572
140,-6.29806,26.1112,-2.50599
141,-52.8364,153.791,3.73338
143,-21.5103,62.4165,-4.61486
144,-7.80755,26.6228,-2.26622
145,-12.5032,31.0983,0.952458
146,-7.94727,27.1035,0.473667
147,-12.473,31.0076,-2.14752
148,-12.0031,50.187,-3.01152
150,-7.94735,27.0836,1.12367
151,-38.4591,111.804,-5.52662
152,-7.94713,27.0931,-1.47633
154,-7.788,26.5437,2.2338
155,-12.4931,31.0278,-1.36753
159,-41.9188,121.938,-3.01903
160,-1.33073,4.2461,-2.06099
161,-33.2581,84.0793,-1.59037
162,-7.84714,27.1331,-0.826331
163,-2.50784,7.03732,-2.07167
164,-3.15407,10.668,-2.21249
167,-5.20953,15.04,-2.46357
168,-6.48194,22.3313,-2.94521
169,-26.0772,65.8423,0.38405
170,-7.85715,27.1733,-0.16634
171,-8.28012,24.1032,-2.74573
172,-6.21797,26.2011,-2.516
175,-21.2503,62.3962,-4.60483
176,-7.7275,26.6727,-2.26622
177,-24.0725,60.7805,1.87528
178,-7.85721,27.1634,0.473662
179,-27.0442,68.3322,-4.71655
182,-7.84729,27.1435,1.13367
183,-38.4776,113.274,-5.59693
184,-7.84711,27.113,-1.47633
186,-7.70793,26.6136,2.24379
190,-7.66827,26.4942,5.00382
191,-41.4387,122.007,-3.01901
192,-1.31071,4.26608,-2.06099
193,-33.3171,85.0994,-1.61059
194,-7.78705,27.2231,-0.826345
195,-2.47783,7.04729,-2.07167
