-914.143,-41.5633,-28.2542
0.342925,0.938766,-0.0334804
-0.939308,0.342301,-0.0230384
-0.0101673,0.0393489,0.999174
0,-1.06999,4.33556,-2.05987
1,-39.2493,121.998,-2.22245
3,-2.05682,7.18666,-2.06971
4,-2.48267,10.8872,-2.21924
7,-4.27748,15.4892,-2.47904
8,-5.09899,22.9902,-2.97808
11,-6.78699,24.852,-2.76829
12,-4.66417,27.4396,-2.58723
13,-7.39554,27.0822,0.641886
14,-17.052,102.433,1.20111
15,-7.3648,27.0425,-1.94811
16,-6.19353,28.0813,-2.33759
20,-12.1532,72.8283,-4.28218
21,-7.35596,26.972,1.61188
24,-11.0186,50.4267,-2.69545
27,-38.77,120.508,-5.13254
31,-7.37519,27.0523,-0.648113
32,-1.05999,4.33555,-2.05986
33,-38.8392,122.028,-2.22232
35,-2.03682,7.18663,-2.0597
36,-2.45265,10.8971,-2.21923
37,-7.30528,27.1422,0.00192311
39,-4.23744,15.5192,-2.48902
40,-5.02892,23.0501,-2.98805
41,-48.6757,153.038,0.929705
43,-6.71692,24.912,-2.76826
44,-4.59404,27.5496,-2.59719
45,-7.29551,27.1121,0.641921
46,-17.03,104.273,1.23141
47,-7.29476,27.0825,-1.94808
48,-6.14335,28.2413,-2.34755
51,-23.4921,73.641,-4.94548
53,-7.25597,26.9618,1.61191
54,-6.51248,30.0011,1.24262
55,-7.29495,27.0924,-1.29808
56,-10.8586,50.4366,-2.6854
57,-7.1171,26.4114,3.34186
58,-6.49293,29.9309,2.48262
59,-38.3301,120.448,-5.13242
62,-5.59833,25.6995,4.78221
63,-7.30515,27.0823,-0.648087
64,-1.03999,4.33552,-2.05986
65,-38.3792,122.077,-2.22217
66,-6.38196,29.8913,-0.877355
67,-2.00681,7.1966,-2.06969
68,-2.41265,10.8971,-2.21922
69,-7.22524,27.1821,0.00195371
71,-4.17744,15.5191,-2.479
72,-4.96886,23.11,-2.98802
75,-6.64683,24.9919,-2.77822
76,-4.51392,27.6595,-2.60715
77,-7.21542,27.192,0.641958
78,-15.7959,98.9015,1.16092
79,-7.20468,27.1524,-1.95804
80,-6.05324,28.3412,-2.35751
82,-32.8821,156.78,2.79508
83,-23.1324,73.4006,-4.92541
85,-7.20578,27.1318,1.62195
86,-6.42238,30.091,1.24266
87,-7.20491,27.1223,-1.29805
89,-6.9773,26.2213,3.31187
91,-37.8901,120.497,-5.13228
93,-7.19759,27.1008,7.49195
94,-5.49836,25.6694,4.77223
95,-7.2151,27.1322,-0.648051
96,-1.01999,4.3355,-2.05985
97,-37.9192,122.087,-2.22203
99,-1.99681,7.19659,-2.05969
100,-2.38264,10.907,-2.21921
102,-16.3288,104.662,-1.20832
103,-4.11743,15.529,-2.47898
104,-4.88877,23.19,-2.99798
107,-6.56675,25.0618,-2.78819
108,-4.43378,27.7794,-2.61711
110,-18.6033,119.335,1.40336
111,-7.14452,27.2923,-1.968
112,-5.98305,28.5111,-2.36746
115,-22.8823,73.4903,-4.92532
117,-7.08585,27.0717,1.61198
120,-6.23196,29.7012,-1.57734
122,-6.22322,29.6706,2.46266
123,-37.4301,120.467,-5.12214
125,-7.13742,27.2608,7.53199
126,-5.41827,25.7493,4.78227
128,-1.01,4.32549,-2.05985
129,-37.4691,122.156,-2.21188
130,-6.13214,29.731,-0.877306
131,-1.96679,7.21656,-2.06967
132,-2.33263,10.917,-2.21919
134,-15.8894,104.132,-1.20827
135,-4.07743,15.529,-2.47897
136,-4.81868,23.2599,-3.00795
138,-6.1323,29.7809,-0.167298
139,-6.49666,25.1417,-2.78816
140,-4.35362,27.9193,-2.62706
141,-7.03539,27.2218,0.642017
142,-16.1183,105.772,1.25193
144,-5.91288,28.661,-2.37741
146,-6.13251,29.7808,0.522702
147,-22.5923,73.48,-4.91523
148,-12.4635,81.4987,-4.79088
150,-6.12282,29.6907,1.22269
152,-6.12195,29.7111,-1.57731
153,-6.93657,26.9012,3.392
154,-6.12318,29.7005,2.46269
155,-36.9601,120.466,-5.122
156,-15.9184,104.402,-3.66824
158,-6.23355,30.2301,5.61274
160,-0.989979,4.34547,-2.05984
161,-37.0789,122.346,-2.22174
162,-6.03214,29.7309,-0.877276
163,-1.93679,7.21652,-2.05966
164,-2.29265,10.9069,-2.20918
165,-35.2888,141.043,0.0118162
166,-14.3978,96.6003,-1.11903
167,-4.01741,15.5489,-2.47895
168,-4.74862,23.3198,-3.00792
170,-6.03231,29.7708,-0.167269
171,-6.41658,25.2116,-2.78812
172,-4.27347,28.0592,-2.63701
174,-14.6268,98.1102,1.15114
176,-5.83275,28.7709,-2.38737
178,-6.03249,29.8007,0.522736
179,-23.3485,76.9108,-5.13491
180,-12.2329,82.0084,-4.81073
181,-6.79623,26.7213,1.59201
182,-6.02274,29.7605,1.22273
183,-12.6689,50.2785,-2.40597
184,-6.03187,29.781,-1.58727
185,-6.74696,26.541,3.352
186,-6.02312,29.7603,2.46273
187,-36.54,120.586,-5.12186
189,-6.73823,26.4704,7.30199
190,-5.22829,25.7291,4.77232
191,-35.4968,141.874,-3.38811
192,-0.979979,4.34546,-2.05984
193,-37.1368,124.236,-2.25145
194,-5.92205,29.8108,-0.877229
195,-1.90678,7.22649,-2.05965
196,-2.25262,10.9269,-2.20916
198,-14.1469,97.43,-1.12882
199,-3.95739,15.5688,-2.47893
200,-4.67853,23.3997,-3.01789
202,-5.92223,29.8407,-0.167225
203,-6.33649,25.2915,-2.79808
204,-4.19331,28.1891,-2.65697
206,-15.1697,104.531,1.22201
207,-12.3789,49.8984,-3.58594
208,-5.73265,28.8608,-2.39733
210,-5.94243,29.8506,0.522771
211,-23.0484,76.9305,-5.12481
214,-5.93265,29.8404,1.22277
215,-12.4788,50.3183,-2.40591
218,-5.93301,29.8602,2.47278
219,-37.4846,125.387,-5.32137
220,-25.7656,178.214,-6.25932
222,-5.9638,29.9898,5.56279
223,-34.7477,141.063,-3.36802
224,-0.959979,4.34543,-2.05983
225,-37.4041,126.666,-2.29114
227,-1.88678,7.22647,-2.05965
228,-2.22262,10.9269,-2.20915
229,-38.0215,156.616,0.013499
230,-15.4043,108.681,-1.25739
231,-3.89739,15.5688,-2.47891
232,-4.60846,23.4597,-3.02786
235,-6.2664,25.3715,-2.80805
236,-4.11316,28.3291,-2.66692
238,-12.617,88.8779,1.04026
239,-12.2687,50.1383,-3.59587
240,-5.66251,28.9807,-2.40728
242,-5.83237,29.9004,0.522812
243,-22.8083,77.0602,-5.12472
244,-4.65908,32.2095,-1.87646
246,-5.76303,29.5003,1.21277
247,-12.3188,50.3581,-2.40585
249,-6.73617,27.271,3.43212
250,-5.86282,30.0302,2.48282
251,-37.712,127.707,-5.41106
254,-5.84387,29.9196,5.54281
256,-0.949968,4.35542,-2.05983
257,-37.5616,128.836,-2.33084
259,-1.85677,7.23643,-2.05964
260,-2.19261,10.9368,-2.20914
263,-3.84737,15.5887,-2.47889
264,-4.53836,23.5396,-3.03782
267,-6.19631,25.4514,-2.81801
268,-4.033,28.469,-2.67688
271,-12.0389,49.948,-3.58583
272,-5.56245,29.0406,-2.40724
275,-22.7076,77.7101,-5.16458
276,-4.53912,32.1794,-1.88643
279,-12.1387,50.3779,-2.40579
282,-5.82242,30.4001,2.5129
284,-4.54928,32.2393,-1.12642
285,-6.24905,25.6699,7.06201
288,-0.929968,4.3554,-2.05982
289,-37.759,131.206,-2.37051
290,-35.2114,191.174,-5.63009
291,-1.83677,7.23641,-2.06963
292,-2.14261,10.9368,-2.20913
294,-4.43942,32.319,-0.366378
295,-3.78738,15.5786,-2.47888
296,-4.45831,23.5895,-3.03779
297,-34.7017,120.563,0.718695
299,-6.11622,25.5313,-2.81798
300,-3.96284,28.6089,-2.68683
302,-4.44962,32.3389,0.373623
303,-11.8589,49.9478,-3.57578
304,-5.47236,29.1205,-2.4072
308,-4.4291,32.1893,-1.8864
310,-5.5828,29.7101,1.22286
311,-11.9687,50.4377,-2.40573
315,-34.8992,121.274,-5.13125
316,-4.43929,32.2292,-1.12639
318,-6.08124,32.4098,6.00314
320,-0.919957,4.36539,-2.05982
321,-34.2907,120.713,-2.18116
322,-34.6009,191.633,-5.63983
323,-1.80677,7.23638,-2.06962
324,-2.10261,10.9367,-2.20912
326,-4.33944,32.2989,-0.366351
327,-3.73737,15.5886,-2.47886
328,-4.38822,23.6694,-3.04776
330,-18.5813,102.585,-0.589332
331,-6.04612,25.6212,-2.82794
332,-3.86266,28.7688,-2.69678
334,-4.32966,32.2988,0.363652
335,-11.6688,49.9876,-3.57572
336,-5.39224,29.2204,-2.41716
339,-22.1674,77.8695,-5.1644
340,-4.32897,32.3092,-1.88635
342,-5.50264,29.85,1.2229
343,-11.7687,50.4175,-2.40568
348,-4.31924,32.269,-1.12635
352,-0.899946,4.37537,-2.05981
353,-38.3128,136.737,-2.45979
355,-1.77674,7.25635,-2.06961
356,-2.06259,10.9567,-2.2091
357,-35.5821,156.044,0.0141435
358,-4.21941,32.3288,-0.36631
359,-3.67735,15.5985,-2.47884
360,-4.31816,23.7193,-3.04773
363,-5.96604,25.6911,-2.82791
364,-3.78249,28.9187,-2.71673
366,-4.22952,32.4287,0.373703
367,-11.4888,50.0074,-3.57566
368,-5.31214,29.3103,-2.42713
371,-21.9471,78.1293,-5.18429
372,-4.61539,35.4795,-2.07592
374,-5.42252,29.9599,1.23295
375,-11.5887,50.4273,-2.39562
377,-6.17691,26.5804,3.33217
378,-5.29363,29.2795,2.41288
380,-4.61559,35.5294,-1.24591
381,-5.91926,25.4595,6.99207
382,-5.76179,31.8895,5.89315
384,-0.888071,4.36542,-2.05982
385,-33.6396,121.651,-2.19111
386,-33.8877,195.412,-5.7495
387,-1.75491,7.24637,-2.06962
388,-2.03079,10.9667,-2.21911
390,-4.10784,32.4187,-0.376342
391,-3.62564,15.5985,-2.47886
392,-4.20669,23.6092,-3.03777
395,-5.89437,25.791,-2.82793
396,-3.70081,29.0686,-2.72675
398,-4.08824,32.2586,0.363638
399,-11.3176,50.0171,-3.57573
400,-5.20057,29.3702,-2.42715
401,-7.60403,27.1023,0.801763
402,-18.1696,104.464,1.85083
404,-4.49391,35.5394,-2.07596
411,-7.6034,27.1426,-1.12823
412,-4.49413,35.5693,-1.24596
413,-5.89738,25.7595,7.07206
414,-5.65031,31.8894,5.89311
416,-0.868071,4.36539,-2.05981
419,-1.7249,7.25634,-2.06961
420,-1.99079,10.9667,-2.2091
421,-34.6017,156.792,0.0141682
422,-4.37437,35.579,-0.405922
423,-3.56563,15.6084,-2.46884
424,-4.0671,23.2491,-2.98778
425,-7.54362,27.2924,0.151811
426,-17.7889,104.394,-0.599065
427,-5.82427,25.881,-2.83789
428,-3.62063,29.2285,-2.7467
429,-34.6824,157.152,3.7442
430,-4.37458,35.6089,0.404083
431,-11.1476,50.0569,-3.57567
432,-5.1304,29.5201,-2.43711
434,-17.0743,100.173,1.77048
436,-5.18627,42.4102,-2.47508
438,-17.9394,105.323,4.35104
440,-13.9825,81.8802,-4.34148
441,-6.08485,27.0603,3.39221
444,-4.38399,35.6991,-1.24591
445,-5.99648,26.6495,7.30218
446,-4.63579,26.6184,4.91258
447,-34.72,157.343,-3.72578
448,-0.858071,4.36538,-2.05981
449,-7.38367,27.0723,-0.478176
451,-1.71489,7.26632,-2.0696
452,-1.95079,10.9666,-2.20909
454,-4.26423,35.7089,-0.405868
455,-3.50563,15.6084,-2.46882
456,-3.97709,23.259,-2.98775
458,-17.4288,104.483,-0.598943
459,-5.74418,25.9609,-2.84786
460,-3.53043,29.4084,-2.75665
462,-4.25451,35.6787,0.40413
463,-10.9675,50.1267,-3.5756
464,-5.03029,29.62,-2.44706
465,-7.38408,27.0521,0.801821
466,-17.0421,102.133,1.8008
467,-7.37332,27.0325,-1.78818
468,-5.04623,42.4401,-2.47504
469,-6.60125,29.9011,1.77251
470,-16.9435,101.572,4.19074
474,-5.1212,30.1393,2.48299
475,-7.38351,27.0424,-1.13818
477,-5.90643,26.6994,7.31221
478,-4.89362,28.7087,5.29283
479,-34.2097,157.642,-3.73558
480,-0.83806,4.37536,-2.0598
481,-7.29366,27.0822,-0.478147
483,-1.6749,7.25628,-2.06959
484,-1.92078,10.9766,-2.20908
485,-33.0838,154.93,0.0143307
486,-7.06567,61.692,-0.712598
487,-3.45562,15.6183,-2.46881
488,-3.89708,23.2689,-2.98773
489,-7.29384,27.0921,0.151855
491,-5.67407,26.0508,-2.85782
492,-3.4502,29.6084,-2.77659
494,-4.17416,35.9986,0.414205
495,-6.47016,29.8216,-2.12747
496,-4.95014,29.7499,-2.45702
497,-7.29405,27.082,0.801853
498,-17.0696,104.463,1.84116
499,-7.29328,27.0724,-1.78815
500,-4.9062,42.4699,-2.48499
501,-6.52113,30.011,1.77255
502,-17.1001,104.682,4.32119
503,-33.6784,157.732,-7.49541
506,-4.96164,29.7292,2.45297
507,-7.29345,27.0923,-1.13815
509,-5.9458,27.3195,7.4823
510,-4.46571,26.6982,4.92264
512,-0.828071,4.36535,-2.0598
513,-7.20361,27.1321,-0.478112
515,-1.65488,7.27626,-2.06959
516,-1.87078,10.9765,-2.20906
517,-32.9117,156.81,0.0146802
519,-3.39561,15.6282,-2.46879
520,-3.81707,23.2788,-2.9877
521,-7.22376,27.162,0.151887
522,-16.7385,104.783,-0.598687
523,-5.59398,26.1407,-2.85778
524,-3.36999,29.7983,-2.78654
525,-33.1416,157.92,3.75479
526,-4.767,42.5493,0.485063
527,-6.33033,29.6714,-2.11745
528,-4.86003,29.8498,-2.45698
529,-7.22393,27.1919,0.801891
530,-16.5903,103.822,1.83121
531,-7.22318,27.1623,-1.79811
532,-4.7363,42.3797,-2.47495
534,-16.2136,101.431,4.18094
536,-15.5256,97.092,-5.13954
537,-6.25249,29.2904,3.66252
538,-4.85166,29.7091,2.443
539,-7.21338,27.1622,-1.13811
540,-4.76641,42.5496,-1.48494
542,-4.86246,29.8286,5.51302
543,-6.37057,29.8412,-0.697432
544,-0.80806,4.37533,-2.05979
545,-7.12352,27.212,-0.488075
547,-1.63488,7.27624,-2.06958
548,-1.83077,10.9865,-2.20905
549,-6.29064,29.971,0.00261263
550,-4.62662,42.6293,-0.484882
551,-3.34561,15.6282,-2.46877
552,-3.73706,23.2887,-2.98768
554,-16.2195,103.832,-0.598682
555,-5.52389,26.2206,-2.86775
556,-3.27979,29.9782,-2.80648
557,-6.26098,29.8509,0.692603
558,-4.61707,42.4891,0.485099
559,-6.23033,29.6713,-2.10742
560,-4.76993,29.9397,-2.46693
562,-15.9522,102.111,1.80113
564,-4.59629,42.3896,-2.47491
565,-6.25139,29.7707,1.76259
566,-15.218,97.3402,4.01059
567,-6.2305,29.7112,-1.40741
569,-6.20219,29.5703,3.69258
570,-5.9334,37.4301,3.0839
572,-4.61635,42.6094,-1.48488
574,-4.67298,29.3184,5.403
576,-0.798049,4.38532,-2.05978
578,-15.9679,104.642,-3.06848
579,-1.60488,7.2762,-2.06957
580,-1.79079,10.9764,-2.19904
582,-4.47651,42.7291,-0.494821
583,-3.2856,15.6381,-2.46875
584,-3.65706,23.2886,-2.98765
586,-15.7899,103.472,-0.588609
587,-5.44376,26.3305,-2.87771
588,-3.19956,30.1781,-2.82642
590,-4.46695,42.599,0.485162
591,-6.13028,29.7212,-2.11738
592,-4.67982,30.0397,-2.47689
593,-7.02392,27.2017,0.801953
594,-16.6446,109.012,1.92201
595,-12.7479,49.8086,-3.28619
596,-4.47593,42.7094,-2.49482
597,-6.13144,29.7206,1.75262
598,-7.09362,46.0216,1.88491
599,-6.1305,29.7111,-1.40738
600,-14.6965,96.2511,-5.08942
601,-5.52521,26.7197,3.33233
602,-4.70113,30.2089,2.48313
604,-7.22626,69.8125,-2.44136
606,-4.56304,29.2583,5.38302
607,-6.1307,29.721,-0.697379
608,-0.77806,4.37529,-2.05978
610,-15.5979,104.632,-3.05837
611,-1.57487,7.28617,-2.06956
612,-1.76076,10.9964,-2.20903
614,-2.83324,27.5073,-0.316736
615,-3.2256,15.638,-2.46873
616,-3.58706,23.2885,-2.97763
618,-16.224,108.852,-0.617888
619,-5.36366,26.4205,-2.88767
620,-3.10931,30.398,-2.84636
621,-6.04105,29.7906,0.692659
622,-4.33672,42.8088,0.495234
623,-6.04019,29.8011,-2.11734
624,-4.57976,30.0895,-2.47685
626,-12.9887,86.8982,1.52961
627,-12.5679,49.8384,-3.28613
628,-4.5831,45.2596,-2.63445
629,-6.02143,29.7304,1.75266
630,-4.93822,32.5493,1.33343
631,-6.03043,29.781,-1.40734
633,-6.03201,29.7402,3.71265
636,-8.78597,88.1543,-3.07893
638,-4.44314,29.1581,5.36304
639,-6.0207,29.7208,-0.697346
640,-0.768049,4.38528,-2.05978
641,-34.7086,140.683,-2.50842
643,-1.56486,7.29616,-2.06955
644,-1.72076,10.9964,-2.19902
645,-5.9308,29.8306,0.00269879
647,-3.1856,15.638,-2.46872
648,-3.48706,23.2884,-2.9776
650,-15.2187,104.601,-0.598258
651,-5.29356,26.5104,-2.89764
652,-3.02906,30.6279,-2.8663
653,-5.931,29.8305,0.692699
654,-4.46348,45.7789,0.525666
655,-5.94011,29.871,-2.1273
656,-4.4896,30.2394,-2.4868
658,-12.7679,87.6379,1.53979
659,-12.3879,49.8682,-3.28607
660,-4.43282,45.5094,-2.65437
661,-5.93134,29.8104,1.7527
662,-4.77859,32.1992,1.31342
663,-5.96028,29.9109,-1.4173
668,-8.94064,92.9745,-3.24821
669,-5.97308,29.9894,8.18271
670,-4.48215,30.1182,5.54318
671,-5.9406,29.8207,-0.697306
672,-0.758049,4.38527,-2.05977
673,-34.5171,142.062,-2.53814
674,-17.2492,121.594,-3.55618
