-919.004,-28.6027,-28.1598
0.357293,0.93381,-0.0184599
-0.933949,0.357016,-0.0167138
-0.00901706,0.0232123,0.99969
0,-2.57151,3.69803,-2.03002
3,-4.46591,6.08455,-2.05881
4,-6.10214,9.43157,-2.20759
5,-31.5476,45.5746,0.0192737
7,-8.84781,12.4765,-2.33588
8,-11.1774,17.6423,-2.62411
10,-28.4981,45.7702,-0.292184
11,-13.3399,19.0083,-2.46288
12,-11.3718,20.1219,-2.1337
13,-31.557,45.5944,1.28928
14,-25.608,45.9854,0.616439
15,-14.6731,20.9558,-1.76199
16,-13.0026,20.6189,-1.97285
17,-15.7307,20.3135,0.738441
18,-25.7995,41.395,0.84596
19,-15.7519,20.3238,-1.62155
20,-12.7059,22.5494,-1.49275
21,-31.5861,45.6341,3.2293
22,-26.7016,42.8732,2.05658
24,-26.764,42.9537,-2.62338
25,-28.8172,41.5988,6.19745
26,-27.8539,44.7208,4.28737
27,-15.7716,20.3437,-1.03154
29,-15.3005,21.8835,7.10843
30,-11.9365,18.9101,4.04642
32,-2.56152,3.70804,-2.02003
33,-15.7115,20.4237,-0.431555
35,-4.44595,6.10459,-2.05881
36,-6.07218,9.45162,-2.20761
37,-31.3176,45.595,0.0191645
39,-8.81788,12.5166,-2.33589
40,-11.0875,17.6525,-2.61415
41,-15.6812,20.4037,0.138428
42,-28.2681,45.7906,-0.282293
43,-13.2098,18.9885,-2.45295
44,-11.2617,20.1021,-2.13376
45,-31.327,45.6148,1.28917
46,-25.388,45.9858,0.626332
47,-14.5732,20.986,-1.76204
48,-12.9127,20.649,-1.96289
49,-15.6408,20.3337,0.7384
50,-25.6797,41.5352,0.855919
51,-15.672,20.3839,-1.62158
52,-12.6059,22.5595,-1.4828
53,-31.3461,45.6445,3.21918
54,-26.5518,42.9735,2.05652
55,-30.7473,44.7564,-2.50122
56,-26.5841,43.024,-2.62346
57,-27.1435,39.4619,5.86637
58,-24.8257,40.1464,3.84533
59,-15.6817,20.3938,-1.03157
61,-15.2607,21.9936,7.12842
62,-11.8867,18.9902,4.05641
64,-2.5415,3.69808,-2.02004
65,-15.6116,20.4539,-0.4316
67,-4.41597,6.11464,-2.05883
68,-6.04221,9.47168,-2.20762
69,-31.0876,45.6154,0.0190553
71,-8.76794,12.5467,-2.34591
72,-10.9975,17.6626,-2.61419
73,-15.6013,20.4438,0.138394
74,-28.0581,45.801,-0.292394
75,-13.1299,19.0087,-2.45299
76,-11.1818,20.1222,-2.12379
77,-31.097,45.6352,1.28906
78,-25.1981,46.0162,0.606243
79,-14.4732,21.0061,-1.76208
80,-12.8126,20.6292,-1.96294
81,-15.5709,20.3838,0.738372
82,-28.0876,45.8508,0.937627
83,-15.6021,20.444,-1.62161
84,-12.506,22.5697,-1.48285
85,-31.1261,45.6549,3.20908
86,-28.1372,45.9406,2.18766
87,-29.2538,42.8891,-2.39218
88,-26.4443,43.1343,-2.62351
90,-24.6458,40.1768,3.83525
91,-15.6018,20.444,-1.03161
92,-12.5559,22.6696,-0.892809
94,-11.927,19.1801,4.08645
96,-2.53156,3.7281,-2.02004
97,-15.5416,20.494,-0.431629
99,-4.39599,6.12468,-2.05884
100,-6.00225,9.49175,-2.20764
101,-30.8776,45.6258,0.0189546
103,-8.72801,12.5868,-2.34593
104,-10.9175,17.6628,-2.60423
105,-15.5313,20.484,0.138365
106,-27.8582,45.8314,-0.292487
107,-13.0399,19.0189,-2.45303
108,-11.1118,20.1424,-2.12383
109,-30.8771,45.6456,1.27896
110,-24.9881,46.0166,0.606141
111,-14.4033,21.0563,-1.76211
112,-12.7126,20.6394,-1.95299
113,-15.4809,20.424,0.738333
115,-15.5523,20.5241,-1.62162
116,-12.4361,22.6299,-1.48287
117,-30.9162,45.6953,3.20898
118,-26.1016,42.9043,2.04629
120,-27.2575,44.8128,-2.72291
123,-15.5419,20.5041,-1.03163
124,-12.4759,22.6897,-0.882845
126,-11.817,19.1503,4.06639
128,-2.52156,3.72812,-2.02004
129,-15.4918,20.5841,-0.431642
131,-4.37602,6.14472,-2.05884
132,-5.97229,9.51181,-2.20765
133,-30.6477,45.6462,0.0188454
134,-12.4258,22.7897,-0.292857
135,-8.69807,12.6168,-2.34594
136,-10.8475,17.6629,-2.60426
137,-15.4614,20.5441,0.138339
138,-27.6482,45.8318,-0.292589
139,-12.9699,19.049,-2.44306
140,-11.0319,20.1825,-2.12386
141,-30.6671,45.676,1.27886
143,-14.3033,21.0665,-1.76216
144,-12.6227,20.6596,-1.95303
145,-15.4211,20.4941,0.738313
146,-25.8019,42.755,0.866131
147,-15.5124,20.6042,-1.63163
148,-12.3963,22.7299,-1.49288
150,-26.022,43.1145,2.04628
151,-28.8639,42.9398,-2.38236
152,-27.0977,44.9131,-2.72297
153,-14.6218,21.5353,3.16805
155,-15.4921,20.5942,-1.03164
156,-12.406,22.7398,-0.892873
158,-11.727,19.1605,4.06635
159,-30.7185,45.7363,-1.25111
160,-2.52158,3.73812,-2.03004
161,-15.4419,20.6642,-0.431656
163,-4.35602,6.14475,-2.05885
164,-5.95234,9.54184,-2.20765
165,-30.4377,45.6466,0.0187434
166,-12.3358,22.8099,-0.292898
167,-8.65814,12.6569,-2.34595
168,-10.7775,17.683,-2.59429
169,-15.3916,20.6042,0.138312
170,-27.4582,45.8621,-0.282678
171,-12.8499,19.0092,-2.43312
172,-10.9719,20.2026,-2.12389
173,-30.4471,45.6764,1.27875
174,-12.3656,22.8498,0.297121
175,-14.2134,21.0866,-1.7522
176,-12.5327,20.6697,-1.95307
177,-15.3712,20.5642,0.738297
178,-23.9267,39.9085,0.814865
179,-15.4926,20.7143,-1.63163
180,-12.3364,22.81,-1.4929
182,-27.5172,45.9717,2.17736
183,-28.7241,43.0501,-2.38241
184,-26.9578,45.0134,-2.72303
185,-14.582,21.6453,3.17805
187,-15.4924,20.7342,-1.03162
188,-12.3461,22.8099,-0.892893
190,-14.6157,24.185,5.11838
192,-2.49158,3.73817,-2.02006
193,-15.4222,20.7942,-0.431649
195,-4.34608,6.17477,-2.05885
196,-5.91238,9.56192,-2.20767
197,-30.2277,45.677,0.0186451
198,-12.2659,22.86,-0.292926
199,-8.61822,12.697,-2.34596
200,-10.6875,17.7032,-2.59434
201,-15.3517,20.6943,0.138304
202,-27.2382,45.8725,-0.282783
203,-12.7599,19.0294,-2.43316
204,-10.8519,20.1728,-2.11395
205,-30.2372,45.7068,1.27865
206,-12.2757,22.8799,0.297081
207,-14.1334,21.1268,-1.75223
208,-12.4326,20.6499,-1.94312
209,-15.3214,20.6543,0.738284
210,-23.9574,40.2784,0.814926
211,-15.5932,21.0141,-1.65154
212,-12.3267,22.9701,-1.50288
214,-25.0603,42.1562,1.9957
215,-29.8579,45.118,-2.4916
216,-26.8181,45.1436,-2.72308
217,-14.5422,21.7454,3.18804
220,-12.2963,22.94,-0.892901
222,-12.4497,20.6891,4.37689
223,-30.1983,45.6372,-1.25137
224,-2.48159,3.74819,-2.02006
226,-25.1829,42.6864,-1.41418
227,-4.3161,6.18483,-2.05887
228,-5.8824,9.57197,-2.20768
229,-30.0178,45.6874,0.0185444
230,-12.196,22.9201,-0.292952
231,-8.57829,12.737,-2.34598
232,-10.6276,17.7133,-2.59436
233,-15.362,20.8443,0.138328
234,-25.082,42.5065,-0.26425
235,-12.6899,19.0495,-2.43319
236,-10.7819,20.183,-2.11398
237,-30.0272,45.6972,1.26855
238,-12.1958,22.9301,0.297049
239,-14.0635,21.1569,-1.75226
240,-12.3427,20.6701,-1.94316
242,-25.0614,42.4764,0.855736
243,-15.5333,21.0942,-1.65156
245,-30.0363,45.717,3.17856
246,-24.9405,42.2665,1.99565
247,-29.7382,45.2482,-2.49165
248,-25.2838,42.8664,-2.58411
249,-14.5224,21.8554,3.19805
250,-25.1602,42.6558,4.03581
251,-33.4091,45.8214,-2.27979
252,-12.2866,23.0801,-0.892888
254,-12.4199,20.8091,4.38689
255,-30.0384,45.7175,-1.24144
256,-2.46161,3.75823,-2.02007
259,-4.29611,6.19486,-2.05888
260,-5.84245,9.60205,-2.2077
261,-29.7878,45.6978,0.0184339
262,-12.1462,23.0302,-0.292963
263,-8.54836,12.7771,-2.34599
264,-10.5576,17.7534,-2.59439
266,-24.9021,42.5568,-0.264332
267,-12.61,19.0896,-2.43323
268,-10.7019,20.2231,-2.11401
269,-29.8173,45.7476,1.26845
270,-12.1259,22.9902,0.297022
271,-13.9736,21.1971,-1.7523
272,-12.2527,20.6902,-1.9432
274,-23.9185,40.8685,0.82498
275,-15.4233,21.1044,-1.65161
276,-23.0565,44.2205,-2.87502
277,-29.8164,45.7574,3.17846
278,-26.8773,45.9829,2.16706
279,-29.2776,44.9191,-2.47191
281,-14.4725,21.9555,3.20803
282,-24.89,42.5463,4.01566
283,-33.1692,45.8519,-2.2699
286,-11.4773,19.3509,4.07625
287,-29.8987,45.8578,-1.25149
288,-2.45163,3.76825,-2.02007
290,-24.8431,42.7971,-1.41433
291,-4.27615,6.2149,-2.05888
292,-5.81249,9.6221,-2.20771
293,-29.5778,45.7282,0.0183357
294,-12.1065,23.1603,-0.292966
295,-8.4884,12.7972,-2.34602
296,-10.4877,17.7836,-2.59442
297,-32.6673,45.4925,0.329808
298,-24.7824,42.697,-0.264372
299,-12.52,19.0698,-2.42327
300,-10.6219,20.2233,-2.11405
302,-12.0761,23.1003,0.297012
303,-13.8936,21.2272,-1.75234
304,-12.1627,20.7004,-1.94325
306,-23.1868,39.9298,0.804508
307,-15.3534,21.1545,-1.65164
308,-23.017,44.5306,-2.895
309,-27.3901,42.3118,2.92685
310,-26.6773,46.0033,2.16696
311,-28.175,43.5411,-2.38262
312,-24.9039,42.8971,-2.57429
314,-24.6198,42.4168,3.99551
315,-32.9292,45.8623,-2.27002
316,-23.6387,45.7493,-1.77455
318,-11.4074,19.381,4.06622
319,-29.789,46.048,-1.25152
320,-2.44165,3.77827,-2.03008
322,-24.7736,43.0372,-1.42433
323,-4.25617,6.22494,-2.05889
324,-5.78255,9.65216,-2.20772
325,-29.3578,45.7386,0.0182301
327,-8.45846,12.8273,-2.35603
328,-10.4278,17.8237,-2.59445
329,-32.4272,45.4829,0.32969
330,-26.4184,45.934,-0.283174
331,-12.43,19.1,-2.42331
332,-10.5119,20.1935,-2.10411
333,-25.9173,40.3148,1.11588
335,-13.7836,21.2274,-1.75239
336,-12.0828,20.7106,-1.93328
337,-32.4366,45.5027,1.6297
338,-23.6187,40.999,0.824851
339,-15.2535,21.1847,-1.65168
340,-23.0178,44.9306,-2.91495
341,-29.3964,45.7881,3.16826
342,-26.4773,46.0236,2.15687
343,-29.339,45.6889,-2.50179
344,-24.8042,43.0873,-2.57431
345,-25.8549,40.2343,5.85584
346,-24.3396,42.2773,3.97536
347,-32.7092,45.8827,-2.26012
348,-23.4287,45.7197,-1.77465
351,-29.6894,46.2581,-1.25154
352,-2.43165,3.77828,-2.02008
355,-4.23621,6.24498,-2.0589
356,-5.75258,9.67221,-2.20773
357,-29.1579,45.759,0.0181355
358,-23.5292,46.2994,-0.584533
359,-8.41855,12.8773,-2.35604
360,-10.3778,17.8638,-2.59447
361,-32.2173,45.5133,0.329592
362,-26.2184,45.9344,-0.283271
363,-12.3601,19.1201,-2.41335
364,-10.452,20.2436,-2.10413
365,-26.1285,40.9344,1.12606
366,-23.4383,46.1294,0.605402
367,-13.6936,21.2276,-1.74244
368,-11.9928,20.7107,-1.93333
369,-32.2267,45.5331,1.6296
370,-23.519,41.1292,0.824819
371,-15.1735,21.2148,-1.65172
372,-22.9683,45.1907,-2.92494
373,-27.271,42.7721,2.94685
374,-26.2874,46.054,2.15678
375,-29.1892,45.8092,-2.50184
376,-25.8684,45.3054,-2.70352
377,-27.1891,42.6318,6.19679
379,-32.4892,45.8931,-2.26023
380,-23.1182,45.4903,-1.75483
381,-13.0578,20.2377,6.40713
382,-13.7451,23.8266,4.98791
384,-2.40764,3.77848,-2.02008
387,-4.21214,6.24521,-2.0589
388,-5.71847,9.68249,-2.20775
389,-28.933,45.7701,0.0179495
390,-23.2541,46.1905,-0.58474
391,-8.37443,12.9177,-2.35606
392,-10.3036,17.9042,-2.59451
393,-31.9825,45.5445,0.329394
394,-26.0135,45.9454,-0.283438
395,-12.2557,19.1106,-2.41342
396,-10.3677,20.274,-2.10419
398,-23.2334,46.1504,0.605245
399,-13.6194,21.2981,-1.74249
400,-11.9085,20.7512,-1.93338
401,-32.0019,45.5543,1.6194
403,-15.0792,21.2454,-1.65179
404,-22.8036,45.3016,-2.92507
408,-25.7037,45.4063,-2.70366
409,-25.2997,39.9659,5.79547
411,-32.2545,45.9343,-2.26043
416,-2.40767,3.79848,-2.02008
419,-4.18218,6.26526,-2.05892
420,-5.67852,9.71256,-2.20777
421,-28.7231,45.7804,0.0178494
422,-23.034,46.1609,-0.57485
423,-8.32446,12.9378,-2.35609
424,-10.2336,17.9243,-2.59454
425,-31.7625,45.5549,0.329289
426,-25.8135,45.9658,-0.283532
427,-12.1658,19.1308,-2.40346
428,-10.2877,20.2842,-2.10422
429,-28.7225,45.8003,1.25785
430,-23.0435,46.1607,0.595155
431,-13.5495,21.3482,-1.74252
432,-11.8185,20.7814,-1.93342
433,-31.7619,45.5747,1.61929
434,-23.0239,40.9507,0.814497
435,-15.0394,21.3555,-1.6518
436,-22.6538,45.3919,-2.92513
437,-13.227,20.8484,1.42727
438,-25.8425,46.0454,2.14649
440,-12.9118,22.7493,-1.35265
441,-28.1082,44.8208,6.48743
443,-32.0245,45.9447,-2.25054
444,-23.0145,46.1111,-1.77487
445,-12.9538,20.4083,6.43708
446,-12.0763,21.2401,4.42676
448,-2.37767,3.79853,-2.02009
451,-4.1622,6.2753,-2.05892
452,-5.64856,9.73262,-2.20778
453,-28.5131,45.8108,0.0177519
454,-22.8641,46.2012,-0.574927
455,-8.28453,12.9779,-2.3561
456,-10.1637,17.9345,-2.58458
457,-31.5325,45.5753,0.32918
458,-25.6136,45.9961,-0.283625
459,-12.0958,19.1509,-2.40349
460,-10.1877,20.2744,-2.09427
461,-28.5226,45.8407,1.25776
462,-22.8435,46.1711,0.595059
463,-13.4194,21.3085,-1.74258
464,-11.7385,20.7915,-1.93346
465,-31.5319,45.5751,1.60918
466,-25.6331,46.026,0.916388
467,-14.9294,21.3557,-1.65185
468,-22.4738,45.4322,-2.92521
470,-24.2179,43.4684,2.02539
471,-26.7892,43.0143,-2.33343
473,-28.3395,45.5403,6.57764
475,-31.8045,45.9651,-2.25064
476,-22.8647,46.1913,-1.77493
477,-12.6633,20.0988,6.3269
478,-12.9192,22.9485,4.77738
480,-2.36771,3.81855,-2.0301
483,-4.14223,6.29533,-2.05893
484,-5.61859,9.75267,-2.20779
485,-28.3032,45.8312,0.017653
486,-22.7043,46.2915,-0.574993
487,-8.24459,13.0079,-2.35612
488,-10.0937,17.9346,-2.58461
489,-31.3025,45.5757,0.329069
490,-25.3936,45.9865,-0.283733
491,-12.0058,19.1611,-2.40353
492,-10.1077,20.2845,-2.08431
493,-25.6046,41.416,1.1358
494,-22.6635,46.2014,0.594976
495,-13.3495,21.3686,-1.74261
496,-11.6586,20.8317,-1.92349
497,-31.312,45.5955,1.60908
498,-22.674,40.9913,0.814333
499,-14.8595,21.4058,-1.65188
500,-22.324,45.5025,-2.92528
501,-28.3518,45.9207,3.13769
502,-24.1684,43.7485,2.0354
503,-26.6092,43.0446,-2.33351
504,-12.6215,22.5899,-1.34281
505,-27.4776,44.4619,6.40708
507,-31.5845,45.9755,-2.24074
508,-22.7049,46.3016,-1.77499
510,-12.8192,22.9487,4.76733
512,-2.35769,3.80857,-2.0201
514,-12.6215,22.7598,-0.742789
515,-4.12225,6.30537,-2.05894
516,-5.58863,9.77273,-2.2078
517,-28.1032,45.8416,0.0175577
518,-22.5946,46.4717,-0.585024
519,-8.19463,13.028,-2.35614
520,-10.0337,17.9747,-2.58463
521,-31.1026,45.6061,0.328977
522,-25.2136,46.0069,-0.283817
523,-11.9158,19.1713,-2.39358
524,-10.0177,20.2747,-2.09436
526,-22.4736,46.2117,0.594886
527,-13.2294,21.3188,-1.73268
528,-11.5485,20.7819,-1.92355
529,-31.102,45.6059,1.60898
530,-22.203,40.4422,0.804037
531,-14.8097,21.4859,-1.65189
532,-22.1541,45.5628,-2.92535
533,-28.1317,45.8711,3.12758
534,-25.2626,46.1065,2.13622
535,-26.4794,43.1648,-2.33356
536,-12.5416,22.63,-1.34284
537,-27.0971,44.2026,6.35687
538,-24.0677,43.9084,4.07537
539,-31.3645,45.9859,-2.24085
540,-22.5952,46.4618,-1.78502
541,-12.5535,20.229,6.33686
542,-10.7731,19.3625,4.0059
544,-2.33771,3.81861,-2.02011
546,-12.5015,22.72,-0.742852
547,-4.09229,6.32542,-2.05895
548,-5.54867,9.7928,-2.20782
549,-27.9032,45.8519,0.0174625
550,-22.5151,46.7218,-0.585031
551,-8.1547,13.0681,-2.35615
552,-9.95379,18.0049,-2.58467
553,-30.8826,45.6165,0.318872
555,-11.8358,19.1714,-2.39362
556,-9.93767,20.2748,-2.08439
558,-22.2736,46.2221,0.59479
559,-13.1394,21.339,-1.73272
560,-11.4786,20.832,-1.92358
561,-30.902,45.6363,1.59888
562,-25.0331,46.057,0.916102
563,-14.7398,21.546,-1.65192
564,-21.9741,45.5731,-2.92544
565,-27.9218,45.9015,3.12748
566,-25.0627,46.1268,2.13613
567,-27.9546,45.9722,-2.4825
568,-12.4817,22.6701,-1.34287
569,-27.2381,44.7723,6.42701
570,-23.9279,44.0187,4.08532
571,-30.3524,44.8378,-2.18148
572,-22.5357,46.7719,-1.78501
573,-12.4435,20.1792,6.3068
575,-28.1145,46.2217,-1.23239
576,-2.32773,3.82862,-2.02012
577,-30.7234,45.7269,-0.931191
578,-12.4015,22.7502,-0.742897
579,-4.08231,6.33544,-2.05896
580,-5.5087,9.81287,-2.20783
581,-27.6832,45.8723,0.0173588
583,-8.11477,13.1082,-2.35617
584,-9.90386,18.0449,-2.58469
585,-30.6727,45.6369,0.318773
586,-12.4514,22.84,-0.142861
587,-11.7659,19.2215,-2.39364
588,-9.85773,20.305,-2.08443
589,-24.1519,39.9486,1.08492
590,-22.0836,46.2424,0.594701
591,-13.0696,21.3991,-1.73274
592,-11.3886,20.8422,-1.92362
593,-30.6621,45.6467,1.59877
595,-14.6599,21.5962,-1.65195
596,-21.8142,45.6534,-2.9255
597,-26.0669,43.1749,2.93624
598,-24.8727,46.1372,2.13603
599,-27.7747,46.0225,-2.47258
600,-12.3918,22.7203,-1.34291
601,-26.4665,43.8238,6.27652
603,-30.002,44.6384,-2.16168
605,-12.3535,20.2094,6.30676
606,-10.5529,19.2729,3.97578
608,-2.31773,3.82864,-2.02012
610,-12.3216,22.7703,-0.742933
611,-4.04232,6.34552,-2.05897
612,-5.47874,9.83293,-2.20785
613,-27.4732,45.8827,0.0172587
615,-8.06478,13.1182,-2.34619
616,-9.8339,18.0651,-2.58472
617,-30.4427,45.6473,0.318663
618,-12.3514,22.8402,-0.14291
619,-11.6859,19.2217,-2.38368
620,-9.76769,20.2851,-2.08448
621,-23.8516,39.7792,1.07475
622,-21.8936,46.2428,0.59461
623,-12.9896,21.4292,-1.73278
624,-11.3087,20.8623,-1.91366
625,-30.4721,45.6771,1.59868
626,-12.3812,22.9001,0.447112
627,-14.59,21.6563,-1.65198
628,-21.6544,45.7337,-2.92557
629,-25.0344,41.7768,2.82557
631,-27.1033,45.2637,-2.433
632,-12.352,22.8403,-1.34291
633,-25.0529,41.7964,5.96558
634,-12.4005,22.9298,2.10713
635,-29.9726,44.9284,-2.17165
637,-12.3036,20.2695,6.30675
638,-10.5432,19.423,3.99579
639,-69.0324,116.038,-3.08395
640,-2.29776,3.84868,-2.02013
641,-30.2133,45.6379,-0.931449
642,-12.2416,22.8005,-0.732968
643,-4.02234,6.35555,-2.05898
644,-5.45878,9.85296,-2.20785
645,-27.2633,45.8931,0.0171586
647,-8.02486,13.1583,-2.3562
648,-9.77395,18.0952,-2.58474
649,-30.2227,45.6477,0.318557
650,-12.2715,22.8803,-0.142943
651,-11.5959,19.2418,-2.38372
652,-9.70775,20.3152,-2.0845
653,-27.2727,45.9129,1.23717
654,-21.7037,46.2731,0.594522
655,-12.8796,21.4294,-1.73283
656,-11.1885,20.8025,-1.90372
657,-30.2521,45.6875,1.59858
658,-12.2913,22.9202,0.447071
659,-14.5301,21.7164,-1.652
660,-21.5045,45.7939,-2.92563
661,-24.8946,41.8671,2.82551
662,-12.2609,22.8602,1.04705
663,-27.0438,45.5138,-2.44299
664,-12.3021,22.9304,-1.34292
665,-24.7928,41.6868,5.94544
666,-12.3005,22.95,2.10708
667,-30.1236,45.5082,-2.19151
669,-12.0632,20.0399,6.2266
670,-12.3093,22.9597,4.71709
672,-2.28776,3.8487,-2.02013
673,-30.0234,45.7182,-0.931531
674,-12.1918,22.9006,-0.742979
675,-4.01238,6.37557,-2.05898
676,-5.42882,9.87302,-2.21787
677,-25.1272,42.577,0.0157147
679,-7.98494,13.1984,-2.36622
680,-9.70399,18.1153,-2.58478
681,-30.0027,45.6781,0.318455
682,-12.1915,22.9105,-0.142978
683,-11.4959,19.222,-2.37377
684,-9.60776,20.3254,-2.08455
685,-23.3011,39.4702,1.06445
686,-21.5237,46.2935,0.594437
687,-12.7696,21.4096,-1.72289
688,-11.1086,20.8427,-1.90376
689,-30.0322,45.7079,1.58847
690,-12.2113,22.9604,0.447038
691,-14.4201,21.7066,-1.65205
692,-21.3146,45.8443,-2.91572
693,-24.9152,42.217,2.84557
694,-12.1709,22.8904,1.04701
695,-25.2588,42.817,-2.29419
696,-12.3025,23.1204,-1.3529
697,-14.5025,24.3858,3.45832
698,-12.2206,22.9902,2.10705
701,-11.9632,20.0201,6.20655
702,-12.2193,22.9698,4.71704
704,-2.27778,3.85871,-2.02014
705,-29.8836,45.8385,-0.931583
706,-12.1721,23.0906,-0.742965
707,-3.9824,6.38562,-2.059
708,-5.38887,9.90309,-2.21788
709,-24.9172,42.5674,0.0156121
711,-7.94501,13.2385,-2.36623
712,-9.63406,18.1554,-2.5848
713,-29.8028,45.7084,0.318362
714,-12.1317,23.0006,-0.142996
715,-11.4159,19.2422,-2.37381
716,-9.52778,20.3356,-2.07458
718,-21.3337,46.3038,0.594347
719,-12.6595,21.3898,-1.71294
720,-11.0286,20.8528,-1.9038
721,-26.5631,40.6942,1.41617
722,-12.1514,23.0205,0.457016
723,-14.3402,21.7668,-1.65208
724,-21.1647,45.9046,-2.91578
725,-26.8719,45.9734,3.09698
726,-12.101,22.9405,1.04698
730,-12.1607,23.0303,2.10702
731,-29.3527,45.0196,-2.16194
733,-11.5021,19.371,5.99625
734,-12.1494,23.03,4.71702
735,-24.9579,42.6474,-1.12436
736,-2.2578,3.86875,-2.02014
737,-29.784,46.0286,-0.931608
739,-3.96242,6.39566,-2.05901
740,-5.34889,9.91317,-2.2179
741,-24.8376,42.7875,0.015601
743,-7.90507,13.2685,-2.36625
744,-9.57412,18.1855,-2.58483
745,-29.5828,45.7188,0.318257
746,-12.0919,23.1307,-0.142999
747,-11.336,19.2523,-2.37385
748,-9.43771,20.2957,-2.07463
749,-23.3424,40.1901,1.07456
750,-21.1337,46.3042,0.59425
751,-12.5595,21.39,-1.71299
752,-10.9186,20.833,-1.90385
753,-29.6023,45.7487,1.58827
754,-12.0816,23.1006,0.446993
755,-14.2602,21.7869,-1.65212
756,-20.9547,45.8949,-2.91589
757,-26.692,46.0038,3.0969
758,-12.0412,23.0206,1.04696
759,-24.9089,42.8977,-2.27435
760,-23.9153,46.2895,-2.70441
761,-14.3828,24.5661,3.47829
762,-12.1009,23.1404,2.11701
763,-29.8147,46.0787,-2.21159
765,-11.4122,19.3811,5.99621
766,-12.0695,23.0801,4.71698
767,-24.8582,42.8076,-1.12439
768,-2.24379,3.86892,-2.02014
769,-29.6895,46.2595,-0.931705
771,-3.93839,6.41589,-2.05901
772,-5.30477,9.92345,-2.21792
773,-24.693,42.8884,0.0154794
774,-21.6021,47.794,-0.575394
775,-7.85092,13.2989,-2.36628
776,-9.49987,18.216,-2.58488
777,-29.368,45.7399,0.318077
779,-11.2517,19.2728,-2.3739
780,-9.35345,20.3462,-2.07468
781,-23.1676,40.191,1.07441
782,-20.9589,46.325,0.594115
783,-12.4451,21.3706,-1.71307
784,-10.8142,20.8035,-1.89392
785,-29.3674,45.7498,1.57808
786,-12.0475,23.241,0.446972
787,-14.176,21.8475,-1.65218
788,-20.79,45.9758,-2.91601
789,-26.4972,46.0647,3.08674
790,-12.017,23.171,1.04695
794,-12.0768,23.3108,2.12699
796,-21.6027,47.7842,-1.8054
797,-11.3179,19.3816,5.97614
798,-12.0354,23.2305,4.74696
800,-2.23381,3.87894,-2.02014
802,-23.56,46.4006,-1.49463
803,-3.90841,6.42594,-2.05902
804,-5.27481,9.94351,-2.21793
805,-26.2486,45.9756,0.0166093
806,-21.4021,47.7844,-0.585491
807,-7.81097,13.329,-2.36629
808,-9.4399,18.2361,-2.5849
