-913.177,-43.8974,-28.2748
0.35833,0.932964,-0.0343102
-0.933526,0.357614,-0.0253342
-0.0113661,0.0411075,0.99909
0,-2.45113,3.77847,-2.07973
1,-35.8495,46.3476,-1.01964
2,-32.798,52.2267,-1.79079
3,-4.36049,6.15898,-2.08971
4,-5.94963,9.3894,-2.20985
5,-32.6092,46.6869,-0.000172247
6,-32.2764,57.4767,-0.76148
7,-8.98875,12.8002,-2.41979
8,-12.407,19.6711,-2.94007
9,-35.9293,46.4478,0.330357
10,-31.7682,50.6166,-0.340757
11,-14.9765,21.4018,-2.80989
12,-13.0959,23.2513,-2.48039
13,-32.629,46.717,1.30983
14,-32.3062,57.5169,0.748519
15,-30.9205,44.286,-3.77015
16,-14.7459,23.4418,-2.25016
17,-17.7655,22.9229,0.830356
19,-36.8796,47.6876,-3.85964
20,-32.1869,57.3163,-3.82148
21,-16.7251,23.9028,1.68008
23,-31.8299,45.5763,-2.57016
24,-32.7083,52.1065,-3.22079
25,-16.7648,23.963,3.57008
26,-14.6852,23.3323,2.22984
28,-32.6965,58.2266,-2.3315
29,-16.9741,24.2636,7.92008
30,-15.0246,23.8627,5.11983
31,-32.5595,46.6267,-1.32017
32,-2.42113,3.78846,-2.07973
33,-35.5995,46.3675,-1.00968
34,-32.498,52.1666,-1.78083
35,-4.34049,6.16898,-2.08972
36,-5.91963,9.40939,-2.20986
37,-32.3592,46.6968,-0.000211172
38,-32.3263,58.0367,-0.771538
39,-8.95873,12.8502,-2.4198
40,-12.317,19.711,-2.94009
41,-35.6792,46.4677,0.330317
42,-31.7981,51.0366,-0.340802
43,-14.8865,21.4317,-2.79991
45,-32.389,46.7469,1.30979
46,-32.356,58.0969,0.768459
48,-14.5659,23.3317,-2.24018
49,-17.7955,23.123,0.830337
50,-14.7354,23.5821,0.469821
51,-36.6795,47.7675,-3.84968
52,-29.4981,52.9256,-3.52137
53,-16.5652,23.8427,1.67007
54,-14.7353,23.5922,1.11982
55,-31.33,45.1962,-2.56019
56,-32.4283,52.0664,-3.21083
57,-16.6048,23.9029,3.56007
58,-14.1354,22.6321,2.15984
62,-26.9788,43.2964,9.27937
64,-2.41112,3.79846,-2.06973
65,-35.3595,46.3875,-1.00972
67,-4.31048,6.17897,-2.08972
68,-5.88962,9.43938,-2.20987
69,-32.1492,46.7167,-0.000245222
70,-32.3661,58.5867,-0.771596
71,-8.92872,12.8902,-2.41981
72,-12.247,19.751,-2.94011
73,-35.4392,46.4877,0.320279
74,-29.0692,47.0259,-0.320747
75,-14.7965,21.4517,-2.79992
76,-12.9159,23.3112,-2.48042
77,-32.159,46.7469,1.29975
78,-32.3759,58.6169,0.758402
79,-26.7618,38.8949,-3.30015
80,-14.4659,23.3417,-2.24019
81,-17.3856,22.7528,0.820318
82,-14.4955,23.382,0.459808
84,-29.3181,53.0456,-3.52141
85,-16.4851,23.9127,1.67005
86,-14.4654,23.3221,1.09981
89,-30.0891,43.7369,6.49979
90,-14.0754,22.7221,2.16982
92,-29.2978,53.0257,-2.11141
93,-16.864,24.4535,7.95004
94,-28.1481,45.5268,9.73929
95,-32.0695,46.6266,-1.31025
96,-2.41112,3.80846,-2.07974
97,-35.1295,46.4074,-0.999759
98,-14.4556,23.5019,-0.800212
99,-4.29048,6.19897,-2.08973
100,-5.85962,9.45938,-2.20987
101,-31.8992,46.7267,-0.000284147
102,-29.0476,53.0058,-0.701447
103,-8.89871,12.9402,-2.41982
104,-12.1769,19.781,-2.94012
105,-17.6555,23.2828,0.150297
107,-14.6965,21.4717,-2.79994
108,-12.8559,23.3712,-2.48044
109,-31.929,46.7668,1.29972
110,-29.0274,52.956,0.688556
111,-26.6518,39.0249,-3.30018
112,-14.4059,23.4317,-2.24021
114,-14.4854,23.562,0.469786
116,-31.8867,58.2162,-3.86163
120,-14.4357,23.4818,-1.44021
121,-29.989,43.9169,6.50975
124,-29.0878,53.0957,-2.11145
125,-16.794,24.5435,7.95002
126,-14.7146,23.9326,5.09978
127,-31.8594,46.6565,-1.31028
128,-2.39112,3.81845,-2.07974
130,-14.3856,23.5618,-0.800229
131,-4.26047,6.20896,-2.08974
132,-5.81961,9.47936,-2.20988
133,-31.6792,46.7566,-0.000320874
134,-28.8776,53.1458,-0.701489
135,-8.8387,12.9602,-2.41983
136,-12.0969,19.811,-2.94014
138,-14.3955,23.6019,-0.160232
139,-14.6265,21.5117,-2.78995
140,-12.7659,23.4212,-2.48046
141,-31.699,46.7768,1.29968
142,-32.4656,59.7669,0.778281
143,-26.4718,39.0448,-3.29021
144,-14.3558,23.5417,-2.24023
146,-14.3554,23.542,0.469769
147,-17.4958,23.2326,-1.85972
148,-33.076,60.8865,-4.03176
149,-29.2397,43.1463,3.01973
150,-14.4453,23.6721,1.10977
152,-14.3657,23.5318,-1.44023
153,-29.849,44.0469,6.51972
155,-17.5057,23.2526,-1.17972
157,-16.644,24.4935,7.92
159,-31.6494,46.7064,-1.31032
160,-2.38112,3.82845,-2.07974
161,-17.4156,23.2827,-0.499739
162,-14.2956,23.6218,-0.80025
163,-4.24047,6.21895,-2.08974
164,-5.7896,9.50936,-2.20989
165,-31.4792,46.7965,-0.000355746
166,-28.8675,53.5658,-0.70154
167,-8.79869,13.0101,-2.41984
168,-12.0169,19.841,-2.94015
169,-17.4355,23.3228,0.150259
170,-14.3255,23.6719,-0.160251
171,-14.5364,21.5516,-2.78997
172,-12.7059,23.4812,-2.49047
173,-31.519,46.8667,1.29964
174,-32.5055,60.2969,0.778225
175,-26.3618,39.1748,-3.30024
176,-14.3358,23.6617,-2.25025
177,-17.4754,23.3629,0.840261
