-913.503,-43.126,-28.2678
0.355465,0.934064,-0.0341912
-0.934632,0.354801,-0.0240579
-0.0103405,0.0405079,0.999126
0,-1.87629,4.06753,-2.07016
3,-3.4146,6.68852,-2.08038
4,-4.53235,10.1592,-2.21054
5,-32.0578,64.337,-0.00445209
6,-34.0217,89.2182,-1.11473
7,-7.1597,14.2209,-2.46091
8,-9.28527,21.0123,-2.91121
10,-11.3926,25.8037,-0.161514
11,-11.3243,22.6036,-2.7215
12,-9.5229,24.8025,-2.47125
13,-23.589,47.2815,1.20675
14,-41.5493,108.983,1.3342
15,-27.2335,54.6239,-4.26377
16,-11.3923,25.8137,-2.30151
18,-11.3727,25.7736,0.478488
19,-28.7258,51.1748,-3.75398
20,-25.5555,66.9628,-4.17353
21,-24.0686,48.2518,3.11668
22,-11.3129,25.6636,1.1285
23,-29.0014,58.175,-3.01402
24,-33.4595,76.2879,-4.35465
26,-11.333,25.7036,2.27849
31,-29.0315,58.225,-1.51402
32,-1.86628,4.07752,-2.07016
33,-31.5226,56.6766,-1.13438
34,-32.8801,75.7275,-2.40457
35,-3.3946,6.69851,-2.08038
36,-4.51233,10.1892,-2.21054
37,-28.8616,58.4149,-0.00399775
38,-34.0909,90.3783,-1.12474
39,-7.11968,14.2509,-2.46091
40,-9.20526,21.0222,-2.9112
41,-31.5528,56.7066,0.35562
43,-11.2442,22.6536,-2.72149
44,-9.42288,24.8224,-2.47123
45,-24.6573,49.8822,1.2766
46,-40.67,107.873,1.32432
47,-27.1932,55.0338,-4.29376
48,-11.3322,25.9536,-2.31151
51,-28.5856,51.3647,-3.76396
52,-25.2855,66.9826,-4.16349
53,-24.4279,49.422,3.18663
54,-11.2029,25.6335,1.11851
55,-31.9271,64.6669,-3.35443
56,-33.1894,76.4377,-4.36461
58,-11.243,25.7436,2.27851
59,-32.2815,58.0371,-2.70448
62,-11.2234,25.6935,5.09851
63,-32.177,65.157,-1.69447
64,-1.84629,4.07751,-2.06016
65,-31.5523,57.1666,-1.13438
66,-32.9496,76.5675,-2.42458
67,-3.37459,6.70849,-2.08037
68,-4.47233,10.1992,-2.21053
69,-28.6915,58.5648,-0.00397359
70,-34.1901,91.5783,-1.13476
71,-7.05967,14.2809,-2.4609
72,-9.13524,21.0622,-2.90119
73,-31.6324,57.3167,0.365609
74,-33.0697,76.8476,-0.484596
75,-11.1742,22.7035,-2.72148
76,-9.36284,24.8924,-2.48123
77,-28.6518,58.5048,1.49603
79,-27.0531,55.2137,-4.29374
80,-11.362,26.2736,-2.33151
81,-31.6726,57.3767,1.8856
82,-24.1233,55.9919,1.04668
83,-28.4555,51.5346,-3.77394
84,-25.1453,67.2825,-4.18347
85,-26.7146,54.5235,3.51631
86,-11.003,25.4234,1.10854
87,-31.6272,64.5867,-3.33439
88,-33.0392,76.7876,-4.38459
89,-21.9413,44.7504,6.09699
90,-10.9632,25.3434,2.23855
91,-32.0714,58.107,-2.70445
92,-35.0583,93.9089,-3.49488
94,-10.8837,25.1533,4.97856
95,-32.2266,65.8171,-1.70448
96,-1.82628,4.0775,-2.07015
97,-31.6219,57.7667,-1.14439
98,-33.029,77.4976,-2.45459
99,-3.34459,6.70847,-2.08037
100,-4.44231,10.2292,-2.21053
101,-32.2564,66.4671,-0.0044804
102,-34.2793,92.8084,-1.15477
103,-7.02964,14.3208,-2.46089
104,-9.05523,21.0722,-2.90118
105,-31.682,57.8767,0.365602
106,-33.189,77.8777,-0.494613
107,-11.0942,22.7435,-2.72147
108,-9.29278,24.9723,-2.48122
109,-26.1547,53.8632,1.37639
110,-40.1095,108.632,1.3244
111,-26.893,55.3836,-4.30372
112,-11.242,26.2136,-2.32149
113,-31.6922,57.8967,1.9056
114,-27.3182,64.0639,1.19622
115,-28.8148,52.6149,-3.84399
116,-24.8653,67.2523,-4.17343
117,-28.2922,58.2745,3.75608
118,-25.2315,59.1326,2.59652
119,-31.4071,64.7165,-3.34436
120,-34.3866,80.6885,-4.59478
121,-21.8412,44.9504,6.117
122,-10.9131,25.4533,2.24855
123,-31.8913,58.2569,-2.69443
124,-34.7482,94.0687,-3.50484
127,-32.2762,66.4971,-1.71448
128,-1.81627,4.10749,-2.07015
129,-31.6615,58.3267,-1.1544
130,-13.1891,31.0848,-0.98177
131,-3.32458,6.72846,-2.08037
132,-4.4023,10.2392,-2.21052
133,-32.2561,67.0571,-0.00448037
