-918.164,-30.7136,-28.1704
0.342269,0.93937,-0.0208934
-0.939568,0.341982,-0.016148
-0.00802371,0.0251578,0.999651
0,-2.9734,3.38694,-2.0226
1,-21.5646,22.0467,-0.541578
3,-5.09802,5.49228,-2.04361
4,-7.04469,8.53797,-2.17492
5,-18.0308,20.2646,-0.0104617
6,-32.826,45.472,-0.671077
7,-10.0304,11.1314,-2.29623
8,-13.4624,16.6237,-2.69857
9,-21.6148,22.0968,0.148398
10,-35.7946,44.8156,-0.351294
11,-15.9853,17.9382,-2.56938
12,-14.2488,19.5122,-2.24965
13,-17.9707,20.2049,0.599567
14,-32.5755,45.123,0.609076
15,-17.8701,20.0843,-1.87038
16,-16.0798,19.9482,-2.08007
17,-21.6751,22.1569,0.868369
18,-35.8149,44.846,0.958693
19,-19.8004,20.2001,-1.8107
20,-29.6259,40.9982,-2.94911
21,-17.9208,20.1554,1.53959
22,-16.5415,20.5182,1.03967
23,-18.0907,20.3341,-1.27049
24,-34.4104,43.0677,-2.90051
25,-17.4298,19.597,3.17985
27,-21.5745,22.0464,-1.25158
28,-32.8459,45.4915,-1.97109
30,-15.0578,18.6426,4.32052
31,-18.0708,20.3143,-0.630484
32,-2.96344,3.40696,-2.0226
33,-21.6151,22.2466,-0.541652
35,-5.08809,5.5223,-2.04362
36,-7.01476,8.56803,-2.17493
37,-18.001,20.3847,-0.0104975
38,-32.7565,45.7021,-0.671144
39,-9.99048,11.1815,-2.28624
40,-13.4426,16.7338,-2.70861
42,-35.5647,44.8461,-0.35127
43,-15.9054,17.9784,-2.55938
44,-14.1689,19.5423,-2.23965
45,-17.931,20.315,0.599536
46,-32.3555,45.1334,0.609105
47,-17.7702,20.1246,-1.87038
48,-16.0099,19.9984,-2.08008
50,-35.585,44.8765,0.958716
51,-19.7105,20.2703,-1.81071
52,-29.4259,41.0287,-2.94909
53,-17.891,20.2554,1.53956
54,-16.4215,20.5085,1.03969
55,-18.081,20.4741,-1.27054
56,-34.1003,42.9884,-2.88043
57,-17.4501,19.747,3.1898
58,-30.6717,38.6383,3.98153
59,-21.6149,22.2463,-1.26165
62,-14.8977,18.5829,4.29056
63,-18.0511,20.4444,-0.640525
64,-2.95344,3.40699,-2.0226
67,-5.05811,5.53236,-2.04362
68,-6.9948,8.58808,-2.17493
69,-17.9913,20.5047,-0.0105363
71,-9.97057,11.2215,-2.30625
72,-13.4429,16.8538,-2.71865
73,-42.4235,44.2612,0.317917
74,-35.3248,44.8666,-0.351242
75,-15.8355,18.0186,-2.55939
76,-14.0889,19.5825,-2.23965
77,-17.9012,20.4051,0.59951
78,-32.1255,45.1639,0.609129
79,-17.6903,20.1547,-1.87037
80,-15.94,20.0385,-2.08008
81,-42.4238,44.2617,1.73792
82,-35.345,44.887,0.958748
83,-19.6306,20.3105,-1.81071
84,-29.2561,41.089,-2.93909
85,-17.8913,20.4054,1.54951
86,-16.3015,20.5088,1.03971
88,-33.76,42.8692,-2.87034
89,-17.7211,20.2064,3.2596
90,-30.3213,38.449,3.95164
93,-18.9148,21.5852,7.61897
94,-14.8779,18.673,4.30054
96,-2.93349,3.42703,-2.0226
99,-5.02813,5.54243,-2.04362
100,-6.95484,8.60817,-2.17493
103,-9.94066,11.2616,-2.30626
104,-13.4732,17.0237,-2.73871
105,-42.1837,44.3118,0.317935
106,-35.0948,44.8771,-0.351212
107,-15.7656,18.0687,-2.55939
108,-14.0391,19.6626,-2.24967
110,-31.9156,45.1744,0.609156
111,-17.6204,20.2249,-1.87039
